player_id,W,L,SV,ERA,G,GS,IP,HA,R,ER,HR,BB,K,WHIP,OAVG,BABIP,BF,FIP,K/9,BB/9,HR/9
24516,4,2,1,3.82,39,0,75.3,61,33,32,13,36,95,1.29,0.213,0.268,323.0,4.36,11.4,4.3,1.6
24836,3,3,4,3.25,43,0,55.3,55,21,20,6,16,57,1.28,0.249,0.31,237.0,3.42,9.3,2.6,1.0
24970,2,2,3,2.64,35,0,58.0,45,17,17,8,13,70,1.0,0.205,0.262,232.0,3.25,10.9,2.0,1.2
25009,14,7,0,3.86,33,33,212.3,212,104,91,33,72,215,1.34,0.25,0.298,921.0,4.21,9.1,3.1,1.4
25044,3,3,2,5.0,43,0,63.0,53,35,35,10,22,71,1.19,0.219,0.267,264.0,4.06,10.1,3.1,1.4
25050,11,9,0,4.13,30,30,187.3,184,92,86,28,47,170,1.23,0.247,0.285,793.0,4.08,8.2,2.3,1.3
25083,5,1,4,3.54,48,0,61.0,67,25,24,5,24,70,1.49,0.268,0.354,274.0,3.15,10.3,3.5,0.7
25133,13,7,0,4.18,32,32,157.3,124,78,73,17,71,196,1.24,0.208,0.279,667.0,3.47,11.2,4.1,1.0
25210,12,16,0,4.52,32,32,193.0,193,112,97,24,74,211,1.38,0.25,0.315,846.0,3.78,9.8,3.5,1.1
25367,2,1,3,4.06,36,0,57.7,53,26,26,3,23,62,1.32,0.235,0.311,249.0,2.92,9.7,3.6,0.5
25369,3,6,10,2.2,58,0,49.0,26,12,12,2,23,81,1.0,0.15,0.267,196.0,1.83,14.9,4.2,0.4
25381,5,6,5,2.85,55,0,47.3,41,17,15,3,31,62,1.52,0.224,0.322,214.0,3.37,11.8,5.9,0.6
25429,11,5,0,4.19,27,27,154.7,157,75,72,21,48,144,1.33,0.253,0.298,669.0,4.03,8.4,2.8,1.2
25470,8,16,0,5.19,32,32,182.0,214,112,105,29,35,204,1.37,0.282,0.351,795.0,3.61,10.1,1.7,1.4
25474,1,3,1,3.61,34,0,47.3,58,20,19,4,6,42,1.35,0.29,0.351,206.0,2.9,8.0,1.1,0.8
25515,2,3,2,5.36,32,0,48.7,56,29,29,6,18,45,1.52,0.277,0.331,220.0,4.06,8.3,3.3,1.1
25644,6,2,2,3.56,60,0,86.0,82,35,34,8,33,136,1.34,0.241,0.378,373.0,2.4,14.2,3.5,0.8
25944,227,440,0,168.75,936,936,5395.4,7133,3725,3445,828,989,3004,43.87,0.306,0.324,24308.0,4.63,5.0,1.6,1.4
25945,3,7,35,2.77,58,0,52.0,31,17,16,1,40,86,1.37,0.166,0.3,227.0,2.45,14.9,6.9,0.2
25968,18,3,0,2.99,31,31,217.0,203,77,72,24,42,263,1.13,0.238,0.316,896.0,2.79,10.9,1.7,1.0
25996,7,10,2,5.15,66,30,85.7,71,52,49,10,50,125,1.41,0.216,0.316,378.0,3.55,13.1,5.3,1.1
26082,16,7,0,3.85,33,33,220.0,184,97,94,29,54,201,1.08,0.218,0.252,898.0,3.82,8.2,2.2,1.2
26298,14,13,0,3.78,33,33,195.3,195,87,82,23,50,207,1.25,0.25,0.312,831.0,3.38,9.5,2.3,1.1
26430,6,4,8,1.77,45,0,56.0,30,13,11,1,23,69,0.95,0.152,0.227,221.0,2.2,11.1,3.7,0.2
26470,5,0,2,2.37,43,0,60.7,50,17,16,5,16,60,1.09,0.216,0.269,248.0,3.08,8.9,2.4,0.7
26591,7,0,3,2.42,44,0,107.7,82,31,29,5,31,120,1.05,0.202,0.275,436.0,2.44,10.0,2.6,0.4
26703,4,4,1,3.8,69,21,87.7,85,39,37,5,38,100,1.4,0.244,0.329,386.0,2.96,10.3,3.9,0.5
26778,8,11,0,5.77,31,31,163.7,195,117,105,23,61,107,1.56,0.284,0.309,747.0,4.84,5.9,3.4,1.3
27304,5,5,28,4.14,57,0,50.0,44,23,23,3,26,82,1.4,0.227,0.376,220.0,2.26,14.8,4.7,0.5
27396,1,4,1,3.55,63,24,78.7,70,34,31,4,64,100,1.7,0.229,0.327,370.0,3.76,11.4,7.3,0.5
27698,14,6,0,3.47,31,31,207.7,205,84,80,25,50,187,1.23,0.248,0.292,878.0,3.69,8.1,2.2,1.1
27914,1,0,1,3.04,38,0,50.3,48,22,17,6,34,58,1.63,0.241,0.311,233.0,4.47,10.4,6.1,1.1
28043,103,74,31,130.01,1651,5,2551.1,2400,1368,1272,329,1328,2964,42.269999999999996,0.239,0.306,11381.0,4.11,10.5,4.7,1.2
28147,18,8,0,4.99,33,33,184.0,191,105,102,25,72,174,1.43,0.257,0.305,815.0,4.25,8.5,3.5,1.2
28260,3,5,1,2.72,60,0,86.0,65,29,26,6,46,96,1.29,0.201,0.267,369.0,3.48,10.0,4.8,0.6
28337,2,1,0,5.98,28,0,40.7,51,29,27,6,18,50,1.7,0.295,0.385,191.0,3.99,11.1,4.0,1.3
28365,17,9,0,4.79,31,31,184.0,191,100,98,36,46,184,1.29,0.257,0.296,789.0,4.49,9.0,2.2,1.8
28371,9,10,0,4.16,30,30,181.7,159,88,84,20,48,193,1.14,0.226,0.283,752.0,3.3,9.6,2.4,1.0
28455,4,7,5,2.13,49,0,71.7,36,17,17,2,33,77,0.96,0.143,0.198,284.0,2.8,9.7,4.1,0.3
28572,2,4,9,2.03,58,0,57.7,43,14,13,2,24,79,1.16,0.199,0.304,240.0,2.16,12.3,3.7,0.3
28607,2,0,2,3.6,21,0,30.0,29,14,12,2,21,39,1.67,0.244,0.346,140.0,3.57,11.7,6.3,0.6
28612,4,3,2,3.02,44,0,59.7,48,24,20,2,40,76,1.47,0.211,0.309,267.0,3.1,11.5,6.0,0.3
28615,8,9,0,5.15,32,32,185.3,208,110,106,26,78,154,1.54,0.272,0.312,842.0,4.62,7.5,3.8,1.3
28621,12,12,0,4.49,32,32,196.3,219,104,98,17,49,132,1.37,0.271,0.307,857.0,3.73,6.1,2.2,0.8
28637,0,1,0,3.63,25,0,34.7,28,15,14,6,15,46,1.24,0.212,0.275,147.0,4.09,11.9,3.9,1.6
28860,6,3,9,1.15,55,0,55.0,32,7,7,1,26,81,1.05,0.162,0.27,223.0,1.91,13.3,4.3,0.2
28926,5,3,3,3.46,51,0,54.7,42,23,21,3,21,70,1.15,0.204,0.293,227.0,2.51,11.5,3.5,0.5
28946,9,12,0,3.96,32,32,166.0,153,80,73,22,79,155,1.4,0.235,0.276,730.0,4.48,8.4,4.3,1.2
28956,15,5,0,3.76,31,31,193.7,208,92,81,26,32,177,1.24,0.264,0.311,821.0,3.61,8.2,1.5,1.2
28957,7,2,8,1.92,57,0,65.7,45,19,14,7,28,72,1.11,0.186,0.233,270.0,3.67,9.9,3.8,1.0
29103,5,4,3,3.44,65,0,81.0,65,34,31,8,29,101,1.16,0.211,0.286,337.0,3.06,11.2,3.2,0.9
29132,1,0,0,3.45,32,0,60.0,61,23,23,7,16,42,1.28,0.253,0.281,257.0,4.12,6.3,2.4,1.0
29205,4,3,2,3.38,37,0,56.0,42,21,21,3,21,64,1.13,0.2,0.273,231.0,2.74,10.3,3.4,0.5
29249,3,2,1,4.28,53,0,73.7,72,36,35,8,24,85,1.3,0.246,0.32,317.0,3.28,10.4,2.9,1.0
29407,7,2,1,4.07,47,0,104.0,83,47,47,12,46,141,1.24,0.21,0.293,441.0,3.32,12.2,4.0,1.0
29486,3,3,1,4.41,50,1,63.3,61,32,31,12,35,71,1.52,0.243,0.292,286.0,5.08,10.1,5.0,1.7
29591,12,11,0,4.13,34,34,207.0,201,99,95,34,59,192,1.26,0.245,0.28,881.0,4.34,8.3,2.6,1.5
29632,3,8,43,3.3,62,0,62.7,43,24,23,7,22,95,1.04,0.186,0.279,253.0,2.67,13.6,3.2,1.0
29652,4,5,5,3.45,39,0,44.3,41,17,17,2,12,53,1.2,0.236,0.328,186.0,2.21,10.8,2.4,0.4
29669,82,74,29,147.71999999999997,1511,13,1967.3,2164,1219,1120,263,976,1850,46.21000000000001,0.268,0.319,9042.0,4.55,8.5,4.5,1.2
29678,3,6,40,3.44,57,0,55.0,41,21,21,4,30,72,1.29,0.199,0.285,236.0,3.16,11.8,4.9,0.7
29685,5,6,36,2.87,56,0,53.3,37,18,17,8,28,67,1.22,0.188,0.238,225.0,4.21,11.3,4.7,1.4
29707,1,4,34,2.24,58,0,64.3,44,18,16,3,24,81,1.06,0.186,0.268,261.0,2.41,11.3,3.4,0.4
29743,13,10,0,4.41,32,32,196.0,207,108,96,14,65,202,1.39,0.26,0.333,860.0,3.06,9.3,3.0,0.6
29802,6,2,3,2.75,53,0,52.3,34,18,16,3,24,59,1.11,0.178,0.24,215.0,3.07,10.2,4.1,0.5
29821,3,4,0,3.12,30,0,40.3,33,16,14,4,18,48,1.26,0.214,0.284,172.0,3.45,10.7,4.0,0.9
29835,11,7,0,4.96,31,31,181.3,204,103,100,25,59,186,1.45,0.273,0.333,807.0,3.92,9.2,2.9,1.2
29863,2,2,1,2.33,65,0,100.3,101,29,26,3,11,59,1.12,0.251,0.288,413.0,2.74,5.3,1.0,0.3
29866,3,1,4,2.67,44,0,54.0,35,17,16,10,13,81,0.89,0.178,0.236,210.0,3.33,13.5,2.2,1.7
29867,18,11,0,3.1,34,34,232.3,233,93,80,20,70,163,1.3,0.251,0.285,1000.0,3.82,6.3,2.7,0.8
29918,1,2,3,3.43,51,0,65.7,46,25,25,5,32,78,1.19,0.189,0.256,275.0,3.28,10.7,4.4,0.7
29946,3,1,1,3.53,46,0,63.7,66,27,25,3,26,74,1.45,0.257,0.35,283.0,2.71,10.5,3.7,0.4
29997,18,6,0,3.11,33,33,214.0,192,82,74,22,49,254,1.13,0.23,0.305,883.0,2.85,10.7,2.1,0.9
30001,12,9,0,4.14,33,33,217.3,209,108,100,31,65,192,1.26,0.243,0.279,926.0,4.18,8.0,2.7,1.3
30058,6,5,11,3.56,64,0,60.7,51,24,24,10,19,78,1.15,0.219,0.283,252.0,3.71,11.6,2.8,1.5
30115,5,5,6,2.14,59,0,71.3,33,19,17,5,29,106,0.87,0.134,0.206,276.0,2.36,13.4,3.7,0.6
30117,100,122,122,118.27,1628,0,1687.6,1353,817,764,257,861,2483,38.03,0.211,0.298,7277.0,3.77,13.2,4.6,1.4
30124,3,2,0,5.07,59,0,71.0,79,40,40,10,29,87,1.52,0.271,0.354,321.0,3.81,11.0,3.7,1.3
30175,7,3,8,1.39,50,0,51.7,28,8,8,2,28,62,1.08,0.153,0.218,211.0,2.93,10.8,4.9,0.3
30226,16,7,0,3.47,31,31,210.3,223,84,81,22,38,174,1.24,0.261,0.305,892.0,3.45,7.4,1.6,0.9
30247,3,3,5,3.72,50,0,48.3,35,23,20,4,43,76,1.61,0.194,0.31,223.0,3.8,14.2,8.0,0.7
30267,4,2,9,3.3,61,0,60.0,46,24,22,6,23,102,1.15,0.204,0.339,249.0,2.25,15.3,3.4,0.9
30295,20,5,0,2.73,33,33,231.0,174,72,70,14,72,239,1.06,0.201,0.261,939.0,2.85,9.3,2.8,0.5
30297,11,15,0,5.34,33,33,202.3,229,126,120,26,61,141,1.43,0.274,0.303,897.0,4.38,6.3,2.7,1.2
30307,7,11,0,4.61,31,31,158.0,168,100,81,23,65,166,1.47,0.262,0.32,707.0,4.23,9.5,3.7,1.3
30313,8,16,0,4.83,33,33,210.7,205,118,113,30,83,198,1.37,0.245,0.287,920.0,4.35,8.5,3.5,1.3
30314,6,2,1,4.0,61,0,96.7,102,46,43,8,64,114,1.72,0.26,0.348,456.0,3.9,10.6,6.0,0.7
30323,18,9,0,3.36,33,33,222.3,229,88,83,28,42,192,1.22,0.256,0.297,938.0,3.68,7.8,1.7,1.1
30325,0,0,1,4.93,43,0,76.7,81,43,42,9,45,80,1.64,0.26,0.324,356.0,4.4,9.4,5.3,1.1
30327,17,8,0,2.94,33,33,223.7,185,74,73,22,42,274,1.01,0.216,0.291,898.0,2.59,11.0,1.7,0.9
30328,10,6,0,3.67,33,33,186.3,154,82,76,25,77,175,1.24,0.216,0.251,790.0,4.31,8.5,3.7,1.2
30418,11,9,0,3.81,33,33,189.0,163,88,80,16,99,259,1.39,0.223,0.323,829.0,3.13,12.3,4.7,0.8
30427,2,2,2,3.76,45,0,76.7,65,32,32,9,24,94,1.16,0.22,0.292,319.0,3.21,11.0,2.8,1.1
30481,1,3,3,5.59,37,0,66.0,78,41,41,8,21,87,1.5,0.283,0.387,297.0,3.09,11.9,2.9,1.1
30523,20,6,0,3.09,33,33,236.0,198,84,81,24,55,249,1.07,0.219,0.275,961.0,3.11,9.5,2.1,0.9
30553,13,9,0,3.06,32,32,235.0,205,82,80,18,61,293,1.13,0.225,0.312,971.0,2.48,11.2,2.3,0.7
30623,122,163,47,126.75999999999999,1523,0,2019.0,1928,1035,986,220,987,2387,41.87999999999999,0.241,0.318,8972.0,3.72,10.6,4.4,1.0
30730,12,7,0,5.01,30,30,156.3,171,92,87,16,78,135,1.59,0.267,0.317,718.0,4.3,7.8,4.5,0.9
30754,2,0,2,3.06,26,0,35.3,31,13,12,3,7,54,1.08,0.226,0.35,144.0,1.84,13.8,1.8,0.8
30783,13,2,1,2.97,43,0,63.7,52,22,21,2,21,63,1.15,0.214,0.281,264.0,2.62,8.9,3.0,0.3
30914,18,8,0,3.61,32,32,199.7,176,86,80,28,69,209,1.23,0.227,0.275,844.0,3.97,9.4,3.1,1.3
30955,1,4,1,3.86,67,0,84.0,86,36,36,2,18,59,1.24,0.254,0.303,356.0,2.75,6.3,1.9,0.2
31031,15,8,0,3.32,33,33,214.3,172,88,79,19,70,219,1.13,0.211,0.265,885.0,3.29,9.2,2.9,0.8
31074,1,1,1,2.72,29,0,43.0,38,14,13,5,8,36,1.07,0.228,0.262,175.0,3.6,7.5,1.7,1.0
31076,3,1,2,2.81,35,0,57.7,40,18,18,3,32,77,1.25,0.188,0.278,245.0,2.87,12.0,5.0,0.5
31114,2,1,3,4.64,36,0,52.3,54,28,27,8,25,74,1.51,0.256,0.357,236.0,3.79,12.7,4.3,1.4
31122,0,0,0,5.4,1,0,1.7,1,1,1,0,3,0,2.4,0.167,0.167,9.0,8.49,0.0,15.9,0.0
31193,2,4,4,4.76,56,0,102.0,101,58,54,12,45,99,1.43,0.248,0.301,452.0,4.11,8.7,4.0,1.1
31230,13,8,0,3.6,30,30,202.3,193,89,81,30,54,191,1.22,0.241,0.282,854.0,4.04,8.5,2.4,1.3
31231,14,10,0,3.51,33,33,213.0,199,89,83,23,46,251,1.15,0.237,0.312,884.0,2.89,10.6,1.9,1.0
31251,8,13,0,5.85,33,33,189.3,210,129,123,37,70,183,1.48,0.27,0.31,848.0,4.92,8.7,3.3,1.8
31266,8,3,4,2.89,46,0,53.0,36,18,17,4,36,75,1.36,0.185,0.276,231.0,3.39,12.7,6.1,0.7
31294,1,2,5,3.27,32,0,44.0,26,17,16,7,20,76,1.05,0.165,0.253,178.0,3.18,15.5,4.1,1.4
31325,3,1,1,5.13,33,0,47.3,44,29,27,10,33,69,1.63,0.237,0.318,219.0,5.12,13.1,6.3,1.9
31354,0,0,0,37.8,4,0,3.7,6,5,5,1,6,1,14.4,0.353,0.333,23.0,11.04,2.4,14.6,2.4
31361,15,9,0,3.97,34,34,219.7,246,116,97,29,32,189,1.27,0.272,0.316,937.0,3.63,7.7,1.3,1.2
31379,2,1,1,3.48,41,0,64.7,60,27,25,11,18,77,1.21,0.236,0.295,272.0,3.86,10.7,2.5,1.5
31481,19,7,0,3.87,33,33,193.0,194,98,83,26,69,208,1.36,0.251,0.312,842.0,3.87,9.7,3.2,1.2
31530,13,14,0,3.86,32,32,200.3,189,98,86,22,66,232,1.27,0.239,0.312,856.0,3.3,10.4,3.0,1.0
31531,17,13,0,3.98,36,36,183.0,192,87,81,25,49,189,1.32,0.259,0.317,790.0,3.71,9.3,2.4,1.2
31555,16,9,0,3.42,33,33,207.7,172,86,79,18,78,256,1.2,0.216,0.296,873.0,2.99,11.1,3.4,0.8
31617,11,12,0,4.31,33,33,171.3,175,91,82,30,40,173,1.25,0.254,0.298,729.0,4.16,9.1,2.1,1.6
31714,9,15,0,4.51,32,32,189.7,194,97,95,21,56,165,1.32,0.254,0.3,819.0,3.79,7.8,2.7,1.0
31732,4,8,32,2.65,59,0,54.3,38,16,16,4,18,83,1.03,0.189,0.298,219.0,2.1,13.8,3.0,0.7
31748,7,3,5,2.83,44,0,66.7,51,21,21,3,23,89,1.11,0.203,0.302,274.0,2.15,12.0,3.1,0.4
31770,7,3,5,2.76,64,0,62.0,53,19,19,5,31,87,1.35,0.222,0.327,270.0,2.94,12.6,4.5,0.7
31776,7,6,1,5.01,53,0,70.0,70,40,39,13,19,92,1.27,0.25,0.326,299.0,3.8,11.8,2.4,1.7
31819,2,13,1,6.87,52,0,57.7,66,44,44,5,53,64,2.06,0.276,0.359,292.0,4.86,10.0,8.3,0.8
31856,5,4,1,3.74,58,30,77.0,71,33,32,11,24,71,1.23,0.235,0.273,326.0,4.15,8.3,2.8,1.3
31865,3,2,0,5.34,47,0,84.3,90,53,50,8,55,84,1.72,0.262,0.327,398.0,4.4,9.0,5.9,0.9
31903,15,9,0,4.99,32,32,198.3,218,123,110,29,65,214,1.43,0.268,0.332,878.0,3.93,9.7,3.0,1.3
31906,17,6,0,4.76,33,33,209.7,246,123,111,28,51,150,1.42,0.281,0.313,926.0,4.23,6.4,2.2,1.2
31908,6,2,1,3.94,56,0,98.3,88,48,43,18,44,142,1.34,0.23,0.314,427.0,4.03,13.0,4.0,1.6
32003,0,3,0,3.71,35,0,51.0,42,22,21,8,19,65,1.2,0.215,0.279,214.0,3.81,11.5,3.4,1.4
32020,3,6,37,3.72,59,0,67.7,57,28,28,7,28,81,1.26,0.219,0.291,288.0,3.39,10.8,3.7,0.9
32103,3,1,1,3.68,36,0,63.7,57,27,26,7,31,80,1.38,0.23,0.311,279.0,3.58,11.3,4.4,1.0
32143,12,8,0,5.56,29,29,160.3,189,102,99,27,50,150,1.49,0.282,0.329,720.0,4.45,8.4,2.8,1.5
32162,5,3,2,1.49,37,0,48.3,31,11,8,0,19,75,1.03,0.176,0.307,195.0,1.27,14.0,3.5,0.0
32217,16,12,0,3.53,33,33,221.7,207,97,87,25,46,176,1.14,0.237,0.271,918.0,3.7,7.1,1.9,1.0
32220,127,166,931,106.46000000000001,1584,0,1607.2,1306,691,650,156,818,2122,38.51,0.213,0.299,6946.0,3.35,11.9,4.6,0.9
32223,13,10,0,4.73,34,34,220.7,233,121,116,32,68,225,1.36,0.26,0.315,963.0,3.97,9.2,2.8,1.3
32263,3,0,0,4.36,39,0,53.7,54,28,26,8,31,81,1.58,0.251,0.365,246.0,3.85,13.6,5.2,1.3
32267,3,1,2,3.22,38,0,58.7,65,22,21,8,12,59,1.31,0.27,0.328,253.0,3.57,9.0,1.8,1.2
32279,15,9,0,3.68,33,33,193.3,161,84,79,21,53,215,1.11,0.217,0.277,794.0,3.21,10.0,2.5,1.0
32284,2,5,6,2.45,51,0,51.3,50,16,14,4,18,79,1.32,0.245,0.38,222.0,2.19,13.9,3.2,0.7
32297,5,3,2,3.11,43,0,63.7,55,25,22,5,19,78,1.16,0.224,0.307,265.0,2.67,11.0,2.7,0.7
32317,19,4,0,3.01,34,34,230.0,195,81,77,31,40,230,1.02,0.22,0.263,925.0,3.47,9.0,1.6,1.2
32324,16,7,0,3.67,34,34,211.0,215,92,86,20,55,160,1.28,0.254,0.292,903.0,3.7,6.8,2.3,0.9
32337,4,10,40,4.26,67,0,61.3,51,29,29,8,42,98,1.52,0.217,0.333,277.0,3.75,14.4,6.2,1.2
32340,2,3,4,2.86,54,0,100.7,84,36,32,13,36,127,1.19,0.218,0.289,422.0,3.43,11.4,3.2,1.2
32353,21,4,0,3.69,33,33,204.7,191,88,84,24,75,190,1.3,0.237,0.283,880.0,3.97,8.4,3.3,1.1
32372,14,8,0,4.33,31,31,193.3,191,99,93,24,73,188,1.37,0.248,0.299,844.0,4.0,8.8,3.4,1.1
32378,2,1,0,2.04,36,0,17.7,18,11,4,2,12,20,1.7,0.254,0.327,83.0,4.44,10.2,6.1,1.0
32383,6,2,4,3.93,51,0,52.7,44,24,23,6,26,74,1.33,0.218,0.311,228.0,3.35,12.6,4.4,1.0
32388,2,2,2,2.03,45,0,62.0,44,14,14,5,7,88,0.82,0.191,0.285,237.0,1.75,12.8,1.0,0.7
32402,3,3,0,5.93,42,0,57.7,66,41,38,6,29,80,1.65,0.276,0.392,268.0,3.29,12.5,4.5,0.9
32407,9,9,0,4.52,31,31,179.3,191,103,90,10,78,167,1.5,0.262,0.328,807.0,3.37,8.4,3.9,0.5
32427,247,243,1,143.36999999999995,965,216,4349.0,4565,2525,2357,559,1834,3328,42.97,0.259,0.292,19446.0,4.61,6.9,3.8,1.2
32452,8,0,1,2.81,50,0,93.0,75,31,29,10,29,106,1.12,0.212,0.273,383.0,3.25,10.3,2.8,1.0
32466,3,1,1,5.06,35,0,85.3,96,49,48,16,29,91,1.46,0.273,0.327,381.0,4.52,9.6,3.1,1.7
32470,8,9,0,4.88,32,32,182.7,166,110,99,17,86,227,1.38,0.232,0.317,800.0,3.34,11.2,4.2,0.8
32475,2,1,32,1.58,49,0,51.3,42,9,9,2,8,64,0.97,0.214,0.308,204.0,1.68,11.2,1.4,0.4
32492,2,3,39,1.92,57,0,56.3,39,13,12,3,11,80,0.89,0.188,0.288,219.0,1.64,12.8,1.8,0.5
32497,4,1,0,4.11,54,0,92.0,102,45,42,10,37,136,1.51,0.27,0.397,415.0,2.86,13.3,3.6,1.0
32502,4,3,0,4.67,43,0,61.7,57,32,32,5,25,85,1.33,0.236,0.342,267.0,2.71,12.4,3.6,0.7
32532,5,1,0,2.18,36,0,57.7,34,14,14,5,29,94,1.09,0.164,0.269,236.0,2.58,14.7,4.5,0.8
32550,9,10,0,5.18,30,30,179.0,202,116,103,28,50,144,1.41,0.273,0.307,789.0,4.46,7.2,2.5,1.4
32764,12,11,0,5.5,31,31,193.0,231,123,118,20,74,144,1.58,0.285,0.327,884.0,4.21,6.7,3.5,0.9
32790,9,14,0,4.23,35,34,195.7,180,100,92,18,76,204,1.31,0.235,0.297,843.0,3.48,9.4,3.5,0.8
32799,1,1,2,4.21,55,0,83.3,81,43,39,8,35,67,1.39,0.245,0.285,366.0,4.1,7.2,3.8,0.9
32800,12,5,0,4.08,32,32,187.3,172,90,85,21,70,188,1.29,0.234,0.288,804.0,3.77,9.0,3.4,1.0
32808,12,6,0,4.44,32,32,186.7,195,98,92,32,59,179,1.36,0.258,0.3,814.0,4.46,8.6,2.8,1.5
32813,18,10,0,3.06,35,35,229.3,203,82,78,10,77,213,1.22,0.228,0.289,968.0,2.92,8.4,3.0,0.4
32818,9,2,3,2.94,52,0,70.3,47,25,23,5,33,110,1.14,0.182,0.294,291.0,2.4,14.1,4.2,0.6
